,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
0,chateau-fonroque,Château Fonroque,Saint-Émilion Grand Cru (Grand Cru Classé),2016,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,de-villegeorge,Château de Villegeorge,Haut-Médoc,2000,3.9,Haut-Médoc,haut-medoc,bordeaux
2,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
3,david-duband,David Duband,Gevrey-Chambertin,2014,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
4,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
5,clos-saint-jean,Clos Saint Jean,Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
6,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
7,robert-niero,Domaine Niero,Chéry,2017,4.1,Condrieu,condrieu,condrieu
8,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
9,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
10,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
11,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
12,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
13,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
14,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
15,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
16,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
17,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
18,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
19,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
20,domaine-des-roches-neuves,Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny,2017,3.7,Saumur-Champigny,saumur-champigny,
21,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
22,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
23,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
24,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2006,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
1,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
2,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
4,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
5,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
6,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
7,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,mas-del-perie-fabien-jouves,Mas del Périé - Fabien Jouves,Amphore,2017,3.7,Cahors,cahors,cotes-du-roussillon
10,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
11,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
12,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
13,chateau-senejac,Château Sénéjac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
14,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
16,champagne-philipponnat,Philipponnat,Grand Blanc Brut Champagne,2005,4.2,Champagne,champagne,champagne
17,lousteauneuf,Château Lousteauneuf,Médoc,2016,3.6,Médoc,medoc,bordeaux
18,alain-thienot,Thienot,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
19,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
20,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),2011,4.5,Pessac-Léognan,pessac-leognan,bordeaux
21,chateau-l-evangile,Château l'Évangile,Pomerol,2014,4.3,Pomerol,pomerol,bordeaux
22,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
23,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
0,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
1,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
3,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
4,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
5,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
6,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
7,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
8,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
9,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
10,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
11,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
12,domaine-des-roches-neuves,Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny,2017,3.7,Saumur-Champigny,saumur-champigny,
13,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
14,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
16,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2006,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,dom-perignon,Dom Pérignon,P2 Plénitude Brut Champagne,2002,4.7,Champagne,champagne,champagne
18,agrapart-fils,Agrapart & Fils,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',N.V.,4.2,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
19,mas-amiel,Mas Amiel,Vintage,2016,3.7,Maury,maury,
20,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
21,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
22,michel-juillot,Michel Juillot,Mercurey Premier Cru Les Combins,2012,4.0,Mercurey Premier Cru,mercurey-premier-cru,cote-chalonnaise
23,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
24,courbissac,Domaine de Courbissac,Roc du Pière Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
0,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
1,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
2,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
4,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
5,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
6,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
7,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,mas-del-perie-fabien-jouves,Mas del Périé - Fabien Jouves,Amphore,2017,3.7,Cahors,cahors,cotes-du-roussillon
10,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
11,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
12,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
13,chateau-senejac,Château Sénéjac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
14,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
16,champagne-philipponnat,Philipponnat,Grand Blanc Brut Champagne,2005,4.2,Champagne,champagne,champagne
17,lousteauneuf,Château Lousteauneuf,Médoc,2016,3.6,Médoc,medoc,bordeaux
18,alain-thienot,Thienot,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
19,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
20,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),2011,4.5,Pessac-Léognan,pessac-leognan,bordeaux
21,chateau-l-evangile,Château l'Évangile,Pomerol,2014,4.3,Pomerol,pomerol,bordeaux
22,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
23,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
0,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
1,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
2,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
4,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
5,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
6,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
7,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,mas-del-perie-fabien-jouves,Mas del Périé - Fabien Jouves,Amphore,2017,3.7,Cahors,cahors,cotes-du-roussillon
10,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
11,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
12,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
13,chateau-senejac,Château Sénéjac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
14,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
16,champagne-philipponnat,Philipponnat,Grand Blanc Brut Champagne,2005,4.2,Champagne,champagne,champagne
17,lousteauneuf,Château Lousteauneuf,Médoc,2016,3.6,Médoc,medoc,bordeaux
18,alain-thienot,Thienot,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
19,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
20,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),2011,4.5,Pessac-Léognan,pessac-leognan,bordeaux
21,chateau-l-evangile,Château l'Évangile,Pomerol,2014,4.3,Pomerol,pomerol,bordeaux
22,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
23,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
0,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
1,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
2,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
4,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
5,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
6,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
7,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,mas-del-perie-fabien-jouves,Mas del Périé - Fabien Jouves,Amphore,2017,3.7,Cahors,cahors,cotes-du-roussillon
10,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
11,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
12,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
13,chateau-senejac,Château Sénéjac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
14,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
16,champagne-philipponnat,Philipponnat,Grand Blanc Brut Champagne,2005,4.2,Champagne,champagne,champagne
17,lousteauneuf,Château Lousteauneuf,Médoc,2016,3.6,Médoc,medoc,bordeaux
18,alain-thienot,Thienot,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
19,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
20,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),2011,4.5,Pessac-Léognan,pessac-leognan,bordeaux
21,chateau-l-evangile,Château l'Évangile,Pomerol,2014,4.3,Pomerol,pomerol,bordeaux
22,chateau-la-pointe,Château La Pointe,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
23,champagne-billecart-salmon,Billecart-Salmon,Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
24,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
0,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
1,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
2,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
3,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
4,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
5,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
6,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
7,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
8,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
9,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
10,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
11,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
12,domaine-des-roches-neuves,Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny,2017,3.7,Saumur-Champigny,saumur-champigny,
13,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
14,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
16,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2006,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,dom-perignon,Dom Pérignon,P2 Plénitude Brut Champagne,2002,4.7,Champagne,champagne,champagne
18,agrapart-fils,Agrapart & Fils,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',N.V.,4.2,Champagne Grand Cru 'Avize',champagne-grand-cru-avize,champagne
19,mas-amiel,Mas Amiel,Vintage,2016,3.7,Maury,maury,
20,noaillac,Château Noaillac,Médoc,2011,3.6,Médoc,medoc,bordeaux
21,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
22,michel-juillot,Michel Juillot,Mercurey Premier Cru Les Combins,2012,4.0,Mercurey Premier Cru,mercurey-premier-cru,cote-chalonnaise
23,champagne-drappier,Drappier,Carte d'Or Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
24,courbissac,Domaine de Courbissac,Roc du Pière Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
0,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
1,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
2,vieux-telegraphe,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau),2017,4.4,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
4,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),2006,4.2,Pauillac,pauillac,bordeaux
5,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
6,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
7,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,mas-del-perie-fabien-jouves,Mas del Périé - Fabien Jouves,Amphore,2017,3.7,Cahors,cahors,cotes-du-roussillon
10,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
11,dampierre,Comte Audoin de Dampierre,Grande Cuvée Brut Champagne,N.V.,3.7,Champagne,champagne,champagne
12,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
13,chateau-senejac,Château Sénéjac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
14,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),2014,4.5,Pessac-Léognan,pessac-leognan,bordeaux
15,jose-michel-and-fils,José Michel & Fils,Extra-Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
